"","uhash","nr","task_id","learner_id","resampling_id","iteration","errors","brier_improper","brier_improper_erv","brier_proper","brier_proper_erv","caliba_diff","caliba_ratio","dcalib","harrell_c","intlogloss","intlogloss_erv","logloss","rcll","uno_c","tuned","learner_group"
"3549","e164feee-af4c-4eb2-a6a8-4b9e52dadac9",179,"dataSTR","XGBAFT","cv",1,"",0.235613052213967,-0.276846429790348,0.358804677103456,-0.613559390399726,0.721417074097301,0.278582925902699,100.424188077858,0.614138424396515,0.98799810589096,-0.44959566264677,34.5387763949107,7.16576158479261,0.140536084771156,"harrell_c","Boosting"
"3550","e164feee-af4c-4eb2-a6a8-4b9e52dadac9",179,"dataSTR","XGBAFT","cv",2,"",0.329380841267885,-0.773910254535159,0.183402201578559,-0.263519787275497,0.786722325303501,0.213277674696499,125.624718426669,0.621340870857239,0.504621724630643,-0.206894972334405,34.5387763949107,7.04745264253696,0.520346939563751,"harrell_c","Boosting"
"3551","e164feee-af4c-4eb2-a6a8-4b9e52dadac9",179,"dataSTR","XGBAFT","cv",3,"",0.238363330415401,-0.550237407940127,0.0758501298284579,0.364876137705762,0.788457721837894,0.211542278162106,86.9409689701051,0.591164648532867,0.224708277543478,0.309630652440341,28.5720865751561,5.99041905851537,0.600134909152985,"harrell_c","Boosting"
"3552","e164feee-af4c-4eb2-a6a8-4b9e52dadac9",179,"dataSTR","XGBAFT","cv",4,"",0.326736765907245,-1.09217111971144,0.0709404836069094,0.340488244458701,0.830118588556524,0.169881411443476,182.600458271197,0.654071688652039,0.207677874323388,0.307934061761543,28.6395653380131,6.20383874819587,0.6151083111763,"harrell_c","Boosting"
"3553","e164feee-af4c-4eb2-a6a8-4b9e52dadac9",179,"dataSTR","XGBAFT","cv",5,"",0.40610523992106,-0.758914014049114,0.1762863853837,-0.174780904878848,0.777373509372828,0.222626490627172,71.9409677024057,0.564773738384247,0.497315879096564,-0.139190439144236,32.9684177518226,6.75237555802545,0.651275753974915,"harrell_c","Boosting"
"3554","1fcb4573-b464-478e-9fcf-b516f5805a5c",181,"e1684","KM","cv",1,"",0.226419271962418,0,0.132785876535777,0,0.00420759906203494,1.00420759906203,3.37587767554252,0.5,0.412649040101059,0,25.7065239509465,18.0850199819108,0.5,"harrell_c","Baseline"
"3555","1fcb4573-b464-478e-9fcf-b516f5805a5c",181,"e1684","KM","cv",2,"",0.184651513203743,0,0.0930268221069833,0,0.0253480370396273,0.974651962960373,13.3040958174772,0.5,0.311536645291625,0,22.4876420498677,15.7512540497175,0.5,"harrell_c","Baseline"
"3556","1fcb4573-b464-478e-9fcf-b516f5805a5c",181,"e1684","KM","cv",3,"",0.218338109553991,0,0.0971054177664247,0,0.0511960309502987,0.948803969049701,11.7259657438413,0.5,0.320939438520635,0,28.4852208859419,19.8636511256437,0.5,"harrell_c","Baseline"
"3557","1fcb4573-b464-478e-9fcf-b516f5805a5c",181,"e1684","KM","cv",4,"",0.22771877470531,0,0.101818976673848,0,0.0335325850119226,1.03353258501192,5.77728191007243,0.5,0.333787100084982,0,28.5320651003268,20.2271707723619,0.5,"harrell_c","Baseline"
"3558","1fcb4573-b464-478e-9fcf-b516f5805a5c",181,"e1684","KM","cv",5,"",0.208889578253889,0,0.101664630647189,0,0.0362623222514591,1.03626232225146,11.9235238268987,0.5,0.334775993069253,0,26.2925280688394,18.6684620462573,0.5,"harrell_c","Baseline"
"3559","454e279a-d7c7-46e4-bcc4-101f1592080a",182,"e1684","NA","cv",1,"",0.226402547982717,7.38628808258923e-05,0.133269747408358,-0.00364399351199918,0.00900070965502997,1.00900070965503,7.49693280133221,0.5,0.413751129306889,-0.00267076643522479,25.707468736203,18.0838769863204,0.5,"harrell_c","Baseline"
"3560","454e279a-d7c7-46e4-bcc4-101f1592080a",182,"e1684","NA","cv",2,"",0.18482985779265,-0.000965844177564401,0.0936994014773179,-0.0072299510517635,0.0208589612019117,0.979141038798088,12.2585175394004,0.5,0.313088328569257,-0.00498074079272315,22.4888331268228,15.7502309172904,0.5,"harrell_c","Baseline"
"3561","454e279a-d7c7-46e4-bcc4-101f1592080a",182,"e1684","NA","cv",3,"",0.218351168377601,-5.98100974513738e-05,0.0977989237813821,-0.00714178498902673,0.0464980337353914,0.953501966264609,11.6707548862317,0.5,0.322498062276044,-0.004856441958623,28.4859046054188,19.8621720336498,0.5,"harrell_c","Baseline"
"3562","454e279a-d7c7-46e4-bcc4-101f1592080a",182,"e1684","NA","cv",4,"",0.227699317240165,8.54451512403154e-05,0.102554989244252,-0.0072286384566771,0.0392339061430313,1.03923390614303,5.76136926783165,0.5,0.335472333717535,-0.0050488279269143,28.5325383100545,20.2253272075905,0.5,"harrell_c","Baseline"
"3563","454e279a-d7c7-46e4-bcc4-101f1592080a",182,"e1684","NA","cv",5,"",0.209006102921263,-0.000557829013528854,0.102396150124335,-0.00719541764417042,0.0417869042364512,1.04178690423645,11.948469965319,0.5,0.336469212720534,-0.00505776903462274,26.2931655878487,18.6667896149324,0.5,"harrell_c","Baseline"
"3564","c6e5bf7c-9cc0-42c9-87ac-246717530244",183,"e1684","AK","cv",1,"",0.63079397342529,-1.78595531183402,0.63079397342529,-3.75045983715997,688.655172413793,689.655172413793,248.275862068966,0.5,4.35737039987866,-9.55950693308659,34.5387763949107,23.8198457895936,0.5,"harrell_c","Baseline"
"3565","c6e5bf7c-9cc0-42c9-87ac-246717530244",183,"e1684","AK","cv",2,"",0.619864650739286,-2.3569432493918,0.619864650739286,-5.6632895405846,683.21052631579,684.21052631579,240.157894736842,0.5,4.28187331339872,-12.744364838334,34.5387763949107,23.6317943754652,0.5,"harrell_c","Baseline"
"3566","c6e5bf7c-9cc0-42c9-87ac-246717530244",183,"e1684","AK","cv",3,"",0.611286275388943,-1.79972322118958,0.611286275388943,-5.29507899198084,683.21052631579,684.21052631579,240.157894736842,0.5,4.2226159957873,-12.1570492403532,34.5387763949107,23.6317943754652,0.5,"harrell_c","Baseline"
"3567","c6e5bf7c-9cc0-42c9-87ac-246717530244",183,"e1684","AK","cv",4,"",0.629847866548145,-1.7659022290245,0.629847866548145,-5.18595754076085,695.428571428571,696.428571428571,244.446428571429,0.5,4.35083492510359,-12.0347605524475,34.5387763949107,24.0537907035985,0.5,"harrell_c","Baseline"
"3568","c6e5bf7c-9cc0-42c9-87ac-246717530244",183,"e1684","AK","cv",5,"",0.634220769118283,-2.03615323665136,0.634220769118283,-5.23836200535905,695.428571428571,696.428571428571,244.446428571429,0.5,4.38104186591693,-12.0864875517243,34.5387763949107,24.0537907035985,0.5,"harrell_c","Baseline"
"3569","c729148c-ece8-4d6d-9dee-e2cd27049ec3",184,"e1684","CPH","cv",1,"",0.216692989119322,0.0429569566176803,0.147087166417889,-0.107701890104703,0.0653591474698076,1.06535914746981,8.19396736916062,0.554192245006561,0.44376848609242,-0.0754138334690884,25.7126722451575,18.0534829673779,0.591926276683807,"harrell_c","Classical"
"3570","c729148c-ece8-4d6d-9dee-e2cd27049ec3",184,"e1684","CPH","cv",2,"",0.198600442496152,-0.0755419170435796,0.0928298984594031,0.00211684805650691,0.137198662767562,0.862801337232438,8.75977961456737,0.457282900810242,0.304896573807416,0.0213139339611014,22.4807133154808,15.8004762436404,0.457105427980423,"harrell_c","Classical"
"3571","c729148c-ece8-4d6d-9dee-e2cd27049ec3",184,"e1684","CPH","cv",3,"",0.211662403491134,0.0305750841046215,0.098937391288212,-0.0188658219482041,0.00527002292615086,0.994729977073849,11.5642586255561,0.599445581436157,0.32321001289916,-0.00707477519431898,28.4835378054122,19.8443687868025,0.584673702716827,"harrell_c","Classical"
"3572","c729148c-ece8-4d6d-9dee-e2cd27049ec3",184,"e1684","CPH","cv",4,"",0.215749449569548,0.0525618722094914,0.0998529834397987,0.0193087113843938,0.0309008895463647,1.03090088954636,4.97236385901874,0.597132623195648,0.327115889824086,0.0199864232596106,28.5356189908917,20.2200315846642,0.598763644695282,"harrell_c","Classical"
"3573","c729148c-ece8-4d6d-9dee-e2cd27049ec3",184,"e1684","CPH","cv",5,"",0.204512287764201,0.0209550448915529,0.101496762896746,0.0016511912685222,0.0276591879949095,1.02765918799491,11.2397869301037,0.582552254199982,0.331699754643686,0.00918894571072282,26.2808910450711,18.6539144746841,0.585912644863129,"harrell_c","Classical"
"3574","ac581155-4595-4ac5-bf0a-e02bcafe2005",185,"e1684","GLMN","cv",1,"",0.226402171419031,7.55260064159158e-05,0.133193873446768,-0.00307259267051174,0.00807381107836203,1.00807381107836,3.39714162492963,0.5,0.413580686290064,-0.00225772048028272,25.7071875625797,18.083922456592,0.5,"harrell_c","Classical"
"3575","ac581155-4595-4ac5-bf0a-e02bcafe2005",185,"e1684","GLMN","cv",2,"",0.184814931969885,-0.000885011789540702,0.0936278942951333,-0.00646127831238474,0.0214915340414241,0.978508465958576,13.3101264906525,0.5,0.312926536182138,-0.00446140417674434,22.4885461988898,15.7502074883482,0.5,"harrell_c","Classical"
"3576","ac581155-4595-4ac5-bf0a-e02bcafe2005",185,"e1684","GLMN","cv",3,"",0.218350228638355,-5.55060423901299e-05,0.0976647156551037,-0.00575969808424492,0.047572567110069,0.952427432889931,11.6791578692334,0.5,0.322200340724003,-0.00392878547173692,28.4856726493755,19.8623236936334,0.5,"harrell_c","Classical"
"3577","ac581155-4595-4ac5-bf0a-e02bcafe2005",185,"e1684","GLMN","cv",4,"",0.227694836553725,0.00010512155449971,0.102414173667774,-0.00584563912709957,0.0380218491216877,1.03802184912169,5.76326990448435,0.5,0.335153650688795,-0.00409407854127597,28.5325148634298,20.2256193923943,0.5,"harrell_c","Classical"
"3578","ac581155-4595-4ac5-bf0a-e02bcafe2005",185,"e1684","GLMN","cv",5,"",0.208992295543352,-0.000491730082090136,0.102281940526423,-0.00607202205235402,0.0407424893875221,1.04074248938752,11.944536809389,0.5,0.336210599314083,-0.00428527216565766,26.2931471058174,18.6670388941255,0.5,"harrell_c","Classical"
